sentence	start	end	text_name	words	chars
Siinä oli vehnäsiä ja pipernikkoja, joutavia.	449711	449756	lehtonen1910a	5	45
Siinä oma sänky, rautainen ja kultakoristeinen.	107274	107321	pakkala1895a	5	47
Siinä on juoksua.	401783	401800	lehtonen1910a	2	17
Siinä on nyt Mesopotamia aivan ympärillä.	287396	287437	lehtonen1910a	5	41
Siinä on päänalusena kylvetty saunavasta.	20196	20237	lehtonen1910a	4	41
Siinä ovat pojat äsken hakanneet saunapuita.	651118	651162	lehtonen1910a	5	44
Siinä pistää hän tupakkaakin piippuunsa.	207107	207147	lehtonen1910a	4	40
Siinä repeää takki kainalosta.	383946	383976	lehtonen1910a	3	30
Siinä samassa etehisen kelloa soitettiin.	170081	170122	canth1886a	4	41
Siinä se on laulanut aamuvirttänsä.	39773	39808	lehtonen1910a	4	35
Siinä se on se kana.	385413	385433	lehtonen1910a	4	20
Siinä se pankolta hävisi kuin lentämällä.	26275	26316	lehtonen1910a	5	41
Siinä se seisoo kumarassa, pitkine partoineen.	598744	598790	lehtonen1910a	5	46
Siinä sitä oltiin.	26575	26593	jarnefelt1913a	2	18
Siinä sopisi hänen nyt levähtää.	377511	377543	lehtonen1910a	4	32
Siinä tämä nyt on koko asia.	357261	357289	lehtonen1910a	5	28
Siinä täytyy hänen kätellä Ripattia.	344210	344246	lehtonen1910a	4	36
Siinä välillä vilkaisee Rosina pihalle.	541289	541328	lehtonen1910a	4	39
Siinä voi olla leikki kaukana.	43458	43488	jarnefelt1916a	4	30
Siinäpä se.	336850	336861	lehtonen1910a	1	11
Siis on tupaa ruvettu korjaamaan.	543507	543540	lehtonen1910a	4	33
Siitä ei hän nyt jätkähdäkään.	361042	361072	lehtonen1910a	4	30
Siitä hameen huiskauksesta kana suuttuu.	39900	39940	lehtonen1910a	4	40
Siitä hän ei piittaa.	384446	384467	lehtonen1910a	3	21
Siitä hauskasta kävelystä ne vain haastelevat.	604744	604790	lehtonen1910a	5	46
Siitä hetkestä saakka he sinuttelivat toisiansa.	85879	85927	jarnefelt1916a	5	48
Siitä jatkuvat ne kahtiajakautuneena vakona vatsalle.	89642	89695	lehtonen1910a	5	53
Siitä johtui taas mieleen toisia ajatuksia.	120905	120948	lassila1910a	5	43
Siitä lienee yhdeksänkin vuotta.	758734	758766	lehtonen1910a	3	32
Siitä näkyy lammen niitylle.	200673	200701	lehtonen1910a	3	28
Siitä oli remmi katkennut.	205972	205998	canth1886a	3	26
Siitä olivat he nyt niin toimessa.	22956	22990	pakkala1895a	5	34
Siitä se tulee.	193752	193767	canth1886a	2	15
Siitä se tuli sitten hänen rouvansa.	589316	589352	lehtonen1910a	5	36
Siitä tunsi hän lohdutusta.	33651	33678	pakkala1895a	3	27
Siitä ukosta tuli.	507104	507122	lehtonen1910a	2	18
Siitä voisi tulla.	114692	114710	lehtonen1910a	2	18
Siitäkin äkäisellä tavalla kielsivät.	29055	29092	pakkala1895a	3	37
Sika täällä on, iso sika.	578159	578184	lehtonen1910a	4	25
Sika urahtelee tallissa tyytyväisenä itsekseen.	473286	473333	lehtonen1910a	4	47
Sikeässä ne nukkuivat kaikki.	123793	123822	canth1886a	3	29
Siksi hän sitä asiaa tunnusteli.	549244	549276	lehtonen1910a	4	32
Siksi jää täällä leivättä.	323796	323822	lehtonen1910a	3	26
Siksi jääköönkin se yrittämättä.	223674	223706	lassila1910a	3	32
Siksi riita.	93682	93694	lehtonen1910a	1	12
Siksi Rosina tervehtii Vaskilahden emäntää.	246284	246327	lehtonen1910a	4	43
Siksi tahtoisi Rosina olla kiihtymättä.	91652	91691	lehtonen1910a	4	39
Siksipä se niin hyvälle nyt maistui.	12914	12950	canth1886a	5	36
Sillä aikaa laski Partanen edelleen.	210671	210707	lassila1910a	4	36
Sillä ei niitä ole vedetty.	550863	550890	lehtonen1910a	4	27
Sillä hän oli minulle Suomen kansa.	78085	78120	jarnefelt1913a	5	35
Sillä hän tiesi olevansa syytön mihinkään.	195062	195104	lassila1910a	5	42
Sillä hän uhkasi lyödä tulijaa.	81494	81525	pakkala1895a	4	31
Sillä he olivat köyhiä.	105928	105951	pakkala1895a	3	23
Sillä heillä oli niin hauskaa kahdenkesken.	166894	166937	canth1886a	5	43
Sillä Hurja on ajatellut sellaisen syömistäkin.	15569	15616	lehtonen1910a	5	47
Sillä ilta alkaa jo olla myöhä.	730277	730308	lehtonen1910a	5	31
Sillä kahvia minulla on aina.	303258	303287	lehtonen1910a	4	29
Sillä kaupunkiin hän on tänään lähdössä.	32776	32816	lehtonen1910a	5	40
Sillä Malakias ei juokse melkein koskaan.	168166	168207	lehtonen1910a	5	41
Sillä minä en lähtisikään niin vain.	185090	185126	lehtonen1910a	5	36
Sillä mitäs siinä olisi ihmettelemistä.	128164	128203	lehtonen1910a	4	39
Sillä muuten ei niistä pääse.	334778	334807	lehtonen1910a	4	29
Sillä neidillä se on valta Muttiseen.	549072	549109	lehtonen1910a	5	37
Sillä niin tyytyväinen olen nyt Putkinotkoon.	764532	764577	lehtonen1910a	5	45
Sillä nyt olisi puhuttava siitä.	274255	274287	lehtonen1910a	4	32
Sillä oli vähän niinkuin jalkoja.	715367	715400	lehtonen1910a	4	33
Sillä tavalla se hymyili vastaukseksi.	562560	562598	lehtonen1910a	4	38
Sillä tavoin se yhden kerran teki.	387751	387785	lehtonen1910a	5	34
Silläkin hakumatkalla viipyi hevosineen viikon.	51334	51381	lehtonen1910a	4	47
Silläkin tavoin Käkriäisen Juutasta vainotaan.	501128	501174	lehtonen1910a	4	46
Silloin alkaa Esterkin hiljaa anella.	517492	517529	lehtonen1910a	4	37
Silloin antaa Topi sen Saaralle.	572994	573026	lehtonen1910a	4	32
Silloin ehtii mummo ennen Rosinaa.	99279	99313	lehtonen1910a	4	34
Silloin hän mörisee.	157306	157326	lehtonen1910a	2	20
Silloin hätääntyy Repekka.	120517	120543	lehtonen1910a	2	26
Silloin huomasi Malakias Topin härnäämässä pässiä.	78057	78107	lehtonen1910a	5	50
Silloin innostuu Juutaskin sitä kaivelemaan.	392818	392862	lehtonen1910a	4	44
Silloin jää murtui.	132259	132278	jarnefelt1913a	2	19
Silloin John nousi ja läksi pois.	131089	131122	canth1886a	5	33
Silloin kiivastuu Jopi.	120966	120989	lehtonen1910a	2	23
Silloin kuvaisin varmaankin myrskyn lähestymistä.	9441	9490	jarnefelt1916a	4	49
Silloin kysyi Ihalainen.	55992	56016	lassila1910a	2	24
Silloin Lyygia itkisi.	600744	600766	lehtonen1910a	2	22
Silloin Martti sulki hänet syliinsä.	194150	194186	jarnefelt1916a	4	36
Silloin minä sanoin.	106229	106249	jarnefelt1916a	2	20
Silloin näin.	306568	306581	lehtonen1910a	1	13
Silloin närkästyi mahtava herrakin.	775533	775568	lehtonen1910a	3	35
Silloin niille pitäisi kaikki tehdä.	669486	669522	lehtonen1910a	4	36
Silloin ohjat äkkiä kiristyvät.	129594	129625	jarnefelt1913a	3	31
Silloin oli jo Muttinen saunan nurkkamalla.	546560	546603	lehtonen1910a	5	43
Silloin olisi hän rauhallisempi.	544475	544507	lehtonen1910a	3	32
Silloin olisi laiva jo mennyt ohitse.	154794	154831	lehtonen1910a	5	37
Silloin olit itkenyt, näin sen silmistäsi.	119155	119197	canth1886a	5	42
Silloin pääsee tuskasta vapaaksi.	224740	224773	canth1886a	3	33
Silloin rupeaa koskemaan pään sisään.	503512	503549	lehtonen1910a	4	37
Silloin Saara kääntyy.	254278	254300	lehtonen1910a	2	22
Silloin sattui Nymark tulemaan juuri pahimmoilleen.	154943	154994	canth1886a	5	51
Silloin se haihtuu saunasta.	693835	693863	lehtonen1910a	3	28
Silloin se olisi heille mieleinen.	301817	301851	lehtonen1910a	4	34
Silloin se tehdä riuhtoisi ehkä.	307366	307398	lehtonen1910a	4	32
Silloin suuttuu hän kovasti.	383151	383179	lehtonen1910a	3	28
Silloin syntyi äänettömyys.	255108	255135	lassila1910a	2	27
Silloin vilkastuu pikku Sanelmakin.	630167	630202	lehtonen1910a	3	35
Silloin, mitäs minä: raapaisin tulta.	212947	212984	lehtonen1910a	4	37
Silloinhan päättyi urakkani: mokomakin urakka.	780661	780707	lehtonen1910a	4	46
Silmänsä seuraavat jokaisen jäsenen joustavaa muotoa.	10166	10219	kilpi1903a	5	53
Silmät aukenevat pyöreiksi.	45923	45950	lehtonen1910a	2	27
Silmät kipenöivät.	496741	496759	lehtonen1910a	1	18
Silmät olivat ummessa, kasvot levolliset.	133205	133246	canth1886a	4	41
Silmät välkähtelevät koloistaan vihertävinä.	384572	384616	lehtonen1910a	3	44
Silmiä häikäisee aurinko.	229507	229532	lehtonen1910a	2	25
Silmistä valui vesi tulvana poskia pitkin.	90141	90183	canth1886a	5	42
Simpleksiä?	279615	279626	lehtonen1910a	0	11
Sinä annat jauhot ensimmäiseen keittoon.	486968	487008	lehtonen1910a	4	40
Sinä häntä lyömään.	160347	160366	lehtonen1910a	2	19
Sinä iltana istui John huolestuneena kamarissaan.	185058	185107	canth1886a	5	49
Sinä kannat vettä.	591369	591387	lehtonen1910a	2	18
Sinä, Saara.	645158	645170	lehtonen1910a	1	12
Sinikanteleen vaimo tulee tupaan, mustissa pyhävaatteissaan.	426743	426803	lehtonen1910a	5	60
Sininen savu täyttää kylyn.	657550	657577	lehtonen1910a	3	27
Sininen taivas kaareutuu Putkinotkon ylitse.	469650	469694	lehtonen1910a	4	44
Sinne asettuu Hurja huokaisten.	16186	16217	lehtonen1910a	3	31
Sinne järjestettiin kaikki niinkuin olla piti.	65669	65715	pakkala1895a	5	46
Sinne juoksee Hurjakin.	206318	206341	lehtonen1910a	2	23
Sinne nyt polku painuu.	612423	612446	lehtonen1910a	3	23
Sinne on tullut Topi Malakiaksen toveriksi.	473625	473668	lehtonen1910a	5	43
Sinne paistoi huvilan kuisti kelluvine lyhtyineen.	794119	794169	lehtonen1910a	5	50
Sinne rakoon Jopi nyt tunkeutuu.	262566	262598	lehtonen1910a	4	32
Sinne tekisi hänen mielensä kulkea.	110600	110635	lehtonen1910a	4	35
Sinne tuli nyt Tepon Iikkakin.	76031	76061	pakkala1895a	4	30
Sinnehän on virstojen matka.	368472	368500	lehtonen1910a	3	28
Sinun huoneesesi?	223833	223850	canth1886a	1	17
Sirkat sirisevät helteessä.	325917	325944	lehtonen1910a	2	27
Sirkat sirittävät eteläisemmän päädyn kohdalla koivuissa.	585186	585243	lehtonen1910a	5	57
Sirkka kilkuttaa mustan kiukaan takana.	658858	658897	lehtonen1910a	4	39
Sirujen kerääminen tuli Jussin yksinomaiseksi oikeudeksi.	28934	28991	pakkala1895a	5	57
Sisällä olivat todistajatkin.	234473	234502	lassila1910a	2	29
Sitä ajatusta en voinut kestää.	49282	49313	jarnefelt1916a	4	31
Sitä ei mies kuitenkaan ajattele.	106739	106772	lehtonen1910a	4	33
Sitä en ymmärrä ollenkaan.	102303	102329	jarnefelt1913a	3	26
Sitä hän ei vielä tullut ajatelleeksikaan.	23778	23820	canth1886a	5	42
Sitä he nyt kaikki tarkastavat.	798772	798803	lehtonen1910a	4	31
Sitä huhua he kaksi levittelivätkin.	588279	588315	lehtonen1910a	4	36
Sitä koskee tuo paperikin, jonka kyhäsin.	767168	767209	lehtonen1910a	5	41
Sitä myöten Rosinan onkin mentävä.	282398	282432	lehtonen1910a	4	34
Sitä myöten selvisi asia vähitellen.	237675	237711	lassila1910a	4	36
Sitä pisaraako?	40943	40958	jarnefelt1913a	1	15
Sitä pitää työntää, tyrkäistä.	188568	188598	lehtonen1910a	3	30
Sitä saatte.	280504	280516	lehtonen1910a	1	12
Sitä se jaksaa puuhata.	75714	75737	lehtonen1910a	3	23
Sitä sitten lauletaan yhteen tahtiin.	683137	683174	lehtonen1910a	4	37
Sitä tahtoikin Käkriäinen sanoa, ensinnäkin sitä.	148403	148452	lehtonen1910a	5	49
Sitä täytyi hänen nyt pysähtyä katsomaan.	338819	338860	lehtonen1910a	5	41
Sitä tehdessä meni puoli päivää.	258409	258441	lassila1910a	4	32
Sitä tiedustelee kauppaneuvos Juutakselta.	368501	368543	lehtonen1910a	3	42
Sitä varten on Mauno tänne otettu.	636140	636174	lehtonen1910a	5	34
Sitäkös nauravat Jopi ja pikku Ester.	681821	681858	lehtonen1910a	5	37
Siten istuu hän keskellä kirpeää savupilveä.	112355	112399	lehtonen1910a	5	44
Siten kulkevat he jälleen.	610064	610090	lehtonen1910a	3	26
Siten nukutaan Putkinotkon kesäisellä pihalla.	468626	468672	lehtonen1910a	4	46
Siten tarinoi Käkriäinen keittiössä varsin kauan.	358170	358219	lehtonen1910a	5	49
Siten tulee hän Putkinotkon lammen niitylle.	384669	384713	lehtonen1910a	5	44
Siten tuli sian hinta korvatuksi.	294373	294406	lassila1910a	4	33
Sitenhän houkuttelin heidät vetämään multia kukilleni.	777678	777732	lehtonen1910a	5	54
Sitte alkoi hän taas hakata leipoa.	288854	288889	lassila1910a	5	35
Sitten ajoivat he taas ääneti.	16965	16995	lassila1910a	4	30
Sitten alkaa Aapeli kylpeä uudestaan.	720196	720233	lehtonen1910a	4	37
Sitten alkaa Käkriäinen jälleen niittää.	634856	634896	lehtonen1910a	4	40
Sitten asettui Käkriäinen kahville pöydän ääreen.	447046	447095	lehtonen1910a	5	49
Sitten astuvat he jälleen veneeseen.	796168	796204	lehtonen1910a	4	36
Sitten avautui eteen mökin lahti.	533731	533764	lehtonen1910a	4	33
Sitten ei hän taas puhu tuokioon.	713333	713366	lehtonen1910a	5	33
Sitten hän heilutteli Tyysää polvellaan.	127844	127884	canth1886a	4	40
Sitten hän istahtaa kätkyen tyhjälle jalakselle.	682440	682488	lehtonen1910a	5	48
Sitten hän istui sohvallaan yhtä hiljaisena.	222179	222223	canth1886a	5	44
Sitten hän kääntyi Almaan.	210268	210294	canth1886a	3	26
Sitten hän kylvettää itseään.	715507	715536	lehtonen1910a	3	29
Sitten hän menee tosiaan läävän kujaan.	391400	391439	lehtonen1910a	5	39
Sitten hän meni noutamaan kerppuja.	734208	734243	lehtonen1910a	4	35
Sitten hän nyökyttää päätänsä, puraisee hampaitaan.	488497	488548	lehtonen1910a	5	51
Sitten hän rupeaa Ananiasta anelemaan.	233412	233450	lehtonen1910a	4	38
Sitten hän taas ojentautuu pystympään.	373803	373841	lehtonen1910a	4	38
Sitten hän vaikenee silmänräpäykseksi.	85948	85986	lehtonen1910a	3	38
Sitten hän yrittää sotkea asiaa.	454173	454205	lehtonen1910a	4	32
Sitten hänen silmänsä vettyivät.	61794	61826	pakkala1895a	3	32
Sitten he kulkevat edelleen.	407030	407058	lehtonen1910a	3	28
Sitten he onkivat, kaikki neljä.	615302	615334	lehtonen1910a	4	32
Sitten hevonen kiinni.	385453	385475	lehtonen1910a	2	22
Sitten huudetaan karjapihalla Malakiasta.	456611	456652	lehtonen1910a	3	41
Sitten iso Sanelma naurahtelee.	473413	473444	lehtonen1910a	3	31
Sitten istahtaa herra penkille.	552210	552241	lehtonen1910a	3	31
Sitten jatkaa hän esteetöntä kulkuaan kotiin.	384066	384111	lehtonen1910a	5	45
Sitten John läksi.	229544	229562	canth1886a	2	18
Sitten Jopi pesi oikein silmänsäkin.	130846	130882	lehtonen1910a	4	36
Sitten juovat he kahvia.	606286	606310	lehtonen1910a	3	24
Sitten jutellaan kaikenlaista.	312558	312588	lehtonen1910a	2	30
Sitten juttelee Mauno Ananiakselle jotain hiljaa.	647835	647884	lehtonen1910a	5	49
Sitten kallistaa hän Rosinaa kohti päänsä.	276559	276601	lehtonen1910a	5	42
Sitten kättelee Maunon Pertta Muttisen neitiä.	548701	548747	lehtonen1910a	5	46
Sitten kilistelevät pikku lapset lanttejaan.	651894	651938	lehtonen1910a	4	44
Sitten kulkee Rosina lehmiensä ohitse.	731766	731804	lehtonen1910a	4	38
Sitten kuuluu lasten ääniä ulkoa.	663536	663569	lehtonen1910a	4	33
Sitten kylvetään.	717615	717632	lehtonen1910a	1	17
Sitten lähtee Juutas pihalle.	386965	386994	lehtonen1910a	3	29
Sitten lapset taas syövät.	131574	131600	lehtonen1910a	3	26
Sitten löntystää Mauno hiljalleen tupaan.	542781	542822	lehtonen1910a	4	41
Sitten lyö Malakias oikeaa löylyä.	701479	701513	lehtonen1910a	4	34
Sitten menee Juutas riihelle.	201683	201712	lehtonen1910a	3	29
Sitten menee mummo risuineen tupaan.	326778	326814	lehtonen1910a	4	36
Sitten ne silmät kirkastuvat.	521390	521419	lehtonen1910a	3	29
Sitten otti parisen askelta.	75887	75915	lehtonen1910a	3	28
Sitten painui hän jälleen vuoteelle.	231174	231210	canth1886a	4	36
Sitten pallosiksi erottuivat.	41830	41859	jarnefelt1913a	2	29
Sitten pistäytyy Juutas saunaan, vaatteissaan.	703317	703363	lehtonen1910a	4	46
Sitten pujotti hän haukensa vitsaan.	193778	193814	lehtonen1910a	4	36
Sitten pysähdytään niittäjien luona.	373336	373372	lehtonen1910a	3	36
Sitten pysähtyy kauppaneuvos ensimmäisten haasiaintekijäin luokse.	372163	372229	lehtonen1910a	5	66
Sitten ryntää hän pihalle.	104284	104310	lehtonen1910a	3	26
Sitten Saara kertoo kaikenlaista.	456138	456171	lehtonen1910a	3	33
Sitten se ammuu kumeasti.	689834	689859	lehtonen1910a	3	25
Sitten se näkee, ettei siitäkään välitetä.	15964	16006	lehtonen1910a	5	42
Sitten se nousi kontrahtipaperin nojalla.	773937	773978	lehtonen1910a	4	41
Sitten se oli päässyt lehahtamaan karkuun.	722436	722478	lehtonen1910a	5	42
Sitten selittää Malakias, että metsohan se.	217183	217226	lehtonen1910a	5	43
Sitten taas ikäänkuin torkuttiin.	229722	229755	lassila1910a	3	33
Sitten tulee hiljaisuus.	439655	439679	lehtonen1910a	2	24
Sitten tulee Pertta pihalle Lyygian luo.	696247	696287	lehtonen1910a	5	40
Sitten tulee pitkä ja kaita katu.	282364	282397	lehtonen1910a	5	33
Sitten turvautuisi Jopi äitiin.	261958	261989	lehtonen1910a	3	31
Sitten vaiettiin.	221374	221391	lassila1910a	1	17
Sittenkin seisoi hän uhkaavana ja jäykkänä.	72645	72688	pakkala1895a	5	43
Sittenkin teki vielä mieli ottaa.	87351	87384	pakkala1895a	4	33
Sittenpä saat, minkä olet ansainnut.	18924	18960	pakkala1895a	4	36
Skandalen kan ej undvikas.	102718	102744	jarnefelt1913a	3	26
Söi matorohdot paljaaltaan.	442811	442838	lehtonen1910a	2	27
Soitimme kolmannen tohtorin.	70747	70775	jarnefelt1913a	2	28
Söivät illallista, puhelivat iloisesti ja nauroivat.	166641	166693	canth1886a	5	52
Solakka se oli.	297418	297433	lehtonen1910a	2	15
Soleita koivuja harvassa.	181283	181308	lehtonen1910a	2	25
Sortuu tuolille kuin salaman lyömänä.	101889	101926	jarnefelt1913a	4	37
Sotkuinen tukka huiskaa pään ympärillä.	158428	158467	lehtonen1910a	4	39
Soutaa syömään.	285280	285295	lehtonen1910a	1	15
Soutelevat korkean ja jyrkän vuoren juurella.	796205	796250	lehtonen1910a	5	45
Soutelevat sen kanssa.	248782	248804	lehtonen1910a	2	22
Sovinto oli nyt lopullinen.	294219	294246	lassila1910a	3	27
Sporttia?	124328	124337	canth1886a	0	9
Stiiknafuulia?	9177	9191	pakkala1895a	0	14
Sudenkorennot lentelevät hopeisin siivin.	624808	624849	lehtonen1910a	3	41
Sukkapuikot käyvät vinhaan, hiljaa kilisevät.	2697	2742	jarnefelt1913a	4	45
Suloiset syrjässä eläjät.	786675	786700	lehtonen1910a	2	25
Sulouden aalto koko olentoa valumassa?	72976	73014	kilpi1903a	4	38
Suokaa anteeksi, herra Leontjev.	106211	106243	jarnefelt1913a	3	32
Suokurppa on lakannut piipattamasta.	624771	624807	lehtonen1910a	3	36
Suolla porskuu vesi pieksujen alta.	500645	500680	lehtonen1910a	4	35
Suomalainen on itsepäinen.	662906	662932	lehtonen1910a	2	26
Suoraan kulkee hänen itsekseen kaatamansa reuna.	208486	208534	lehtonen1910a	5	48
Suoraan tupakkamaahansa pihan nurkkaukseen.	705943	705986	lehtonen1910a	3	43
Surulliseksi tulee koko Käkriäisen mieli.	389164	389205	lehtonen1910a	4	41
Suu oli vähän auki.	102016	102035	jarnefelt1916a	3	19
Suunnattoman kipeästi se koskee.	504084	504116	lehtonen1910a	3	32
Suurella melulla hänet tuotiin Topin kartanolle.	15955	16003	pakkala1895a	5	48
Suuri naarukuninkas.	264707	264727	lehtonen1910a	1	20
Suut huutamassa sanikoilla.	380514	380541	lehtonen1910a	2	27
Suutari Sinikanteleen eukko se on.	391840	391874	lehtonen1910a	4	34
Sydämeni oli pakahtua.	178304	178326	jarnefelt1916a	2	22
Sydämestään he olisivat suoneet hänen onnistuvan.	16316	16365	pakkala1895a	5	49
Sylkäisee yli aidan eikä virka mitään.	488282	488320	lehtonen1910a	5	38
Syntinen hän on.	322098	322114	lehtonen1910a	2	16
Syntinen on ihminen.	322115	322135	lehtonen1910a	2	20
Syntyi äänettömyys.	220798	220817	lassila1910a	1	19
Syntyi pitempi vaitiolo.	25970	25994	lassila1910a	2	24
Syntyi pitkä vaitiolo.	180833	180855	lassila1910a	2	22
Syntyi taas äänettömyys.	217357	217381	lassila1910a	2	24
Syntyy hiljaisuus.	752840	752858	lehtonen1910a	1	18
Syömmeköhän kastematoja kerman kanssa?	531480	531518	lehtonen1910a	3	38
Syrjittäin karmituolilla istuu Juutas.	331038	331076	lehtonen1910a	3	38
Sytyttää vielä kulon, se piippu.	382436	382468	lehtonen1910a	4	32
Syyspuolella se kävisi hyvin.	306263	306292	lehtonen1910a	3	29
Täältäpähän eivät ainakaan pieksäjät häntä löydä.	167060	167109	lehtonen1910a	5	49
Taas ei kuulu mitään.	123507	123528	jarnefelt1913a	3	21
Taas hän ummisti silmänsä.	212401	212427	canth1886a	3	26
Taas joovuksiss?	99059	99075	jarnefelt1913a	1	16
Taas katselivat he surullista pulloa.	48986	49023	lassila1910a	4	37
Taas kuuluu kodasta kolinaa.	675949	675977	lehtonen1910a	3	28
Taas on hiljaa.	123697	123712	jarnefelt1913a	2	15
Taas piti vaihtaa paikkoja.	69183	69210	jarnefelt1916a	3	27
Tähän viimeiseen ajatukseen minä lopullisesti pysähdyin.	174136	174192	jarnefelt1916a	5	56
Tahdoimme kumpikin pelastaa, niin.	13309	13343	jarnefelt1913a	3	34
Tahdoin nousta kapinaan omaa itseäni vastaan.	287293	287338	jarnefelt1916a	5	45
Tahdon olla heille uskollinen.	110572	110602	jarnefelt1916a	3	30
Tähkäiset oljenkorret kallistuvat heidän polulleen.	612635	612686	lehtonen1910a	4	51
Tahtoi vähän ujostuttaa se kosiomiehen pyytäminen.	16625	16675	lassila1910a	5	50
Tahtomalla häntä väkisin keittämään viinaa.	506358	506401	lehtonen1910a	4	43
Tahtovat rietastella.	735894	735915	lehtonen1910a	1	21
Tahvanainen tuskastui lopullisesti.	167020	167055	lassila1910a	2	35
Tähystelivät ympärilleen, vaan eivät nähneet mitään.	9191	9243	canth1886a	5	52
Tai hänen piippuaan.	103170	103190	lehtonen1910a	2	20
Tai Malakias, kuuletko sinä korvillasi?	694138	694177	lehtonen1910a	4	39
Tai matokassin teetä?	280193	280214	lehtonen1910a	2	21
Tai mitä lienevät olleet.	151074	151099	lehtonen1910a	3	25
Tai muustakaan maailmassa.	314337	314363	lehtonen1910a	2	26
Tai sanokaamme suoraan: kenraalikuvernööri käski.	45464	45513	jarnefelt1913a	4	49
Tai tietää edes, mitä ne ovat.	144555	144585	lehtonen1910a	5	30
Tai Tiitusta.	278283	278296	lehtonen1910a	1	13
Tai vielä köyhiä ihmisiä.	289784	289809	lehtonen1910a	3	25
Taide ei kuulu alaani.	799	821	jarnefelt1916a	3	22
Taikka aurinkoisella rannalla, maha paljaana.	765195	765240	lehtonen1910a	4	45
Taikka eikö tulisi ollenkaan?	133546	133575	canth1886a	3	29
Taikka heinäkuussa tähän aikaan.	358610	358642	lehtonen1910a	3	32
Taikka hyvän reen pituisessa sohvassa?	330311	330349	lehtonen1910a	4	38
Taikka kärventävät paljasta pintaansa rakolle auringonpaisteessa.	284122	284187	lehtonen1910a	5	65
Taikka mikä muu punkka tahansa.	184686	184717	lehtonen1910a	4	31
Taikka näki nälkää sen viikon.	52171	52201	lehtonen1910a	4	30
Taikka niinkuin lehmän mahalaukku, se satakerta.	694374	694422	lehtonen1910a	5	48
Taikka se pannaan lahtipenkkiin.	525739	525771	lehtonen1910a	3	32
Taikka Vaskilahteen, heittämään Käkriäiselle surmansilmukkaa kaulaan.	526296	526365	lehtonen1910a	5	69
Taivaalla on ainoastaan muutamia pilvenhaituvia.	58574	58622	lehtonen1910a	4	48
Taivaan reunalle nousee vaaleanpunaisia pilviä.	580182	580229	lehtonen1910a	4	47
Taivaasta.	210076	210086	canth1886a	0	10
Taivas on loistavan sininen.	584922	584950	lehtonen1910a	3	28
Taivas on luoteisen puolelta samea.	756517	756552	lehtonen1910a	4	35
Takaisin tullessakin Alma kulki mitään virkkamatta.	115382	115433	canth1886a	5	51
Takanapäin.	496015	496026	lehtonen1910a	0	11
Takapuolet ovat juuri seinän aukon kohdalla.	201028	201072	lehtonen1910a	5	44
Takki tuntui olevan niin lähellä ruumista.	110269	110311	pakkala1895a	5	42
Täksi päiväksi niitä on siellä vielä.	37940	37977	lehtonen1910a	5	37
Tällä hetkellä aivan, ja ijäksi?	131887	131919	canth1886a	4	32
Tällainen kelmiys.	501325	501343	lehtonen1910a	1	18
Tällaisella perheellä olisi nälkään näännytty.	740144	740190	lehtonen1910a	4	46
Tällaiset ovat Kenkkuinniemen rannikot.	3734	3773	lehtonen1910a	3	39
Tällaisia niistä lapsista tulee.	742935	742967	lehtonen1910a	3	32
Tällaisina päivinä tulevat mieleen entiset päivänpaisteet.	319839	319897	lehtonen1910a	5	58
Tällöin häneltä kuitenkin katkesi toinen hankavitsa.	79045	79097	jarnefelt1916a	5	52
Talon ruuissa.	301118	301132	lehtonen1910a	1	14
Talossa oli suuri suru.	99066	99089	lassila1910a	3	23
Talossa oltiin tulisessa kiireessä häävalmistuksien kanssa.	171113	171172	lassila1910a	5	59
Talossahan oli kiire.	87371	87392	lassila1910a	2	21
Talvella ei juuri yhtään kertaa.	190197	190229	lehtonen1910a	4	32
Tämä ajatus sekoitti minut pahan päiväisesti.	17334	17379	jarnefelt1913a	5	45
Tämä huuto kajahtaa selvästi pihalle.	498141	498178	lehtonen1910a	4	37
Tämä juttu vitsanantamisesta lapsille loukkasi Rosinaa.	243573	243628	lehtonen1910a	5	55
Tämä kaikki oli Jöijestä kuin satua.	75003	75039	jarnefelt1916a	5	36
Tämä löi Käkriäisen sydämelle pahan suuttumuksen.	360209	360258	lehtonen1910a	5	49
Tämä on jotain enempää kuin paratiisi.	5783	5821	jarnefelt1916a	5	38
Tämä on Putkinotkoa.	540462	540482	lehtonen1910a	2	20
Tämä on vanha heprealainen viisaus.	132831	132866	jarnefelt1913a	4	35
Tämä on varmaan metso.	174318	174340	lehtonen1910a	3	22
Tämä pudisti päätään.	235208	235229	canth1886a	2	21
Tämähän nyt on kuin Turkin sota.	678476	678508	lehtonen1910a	5	32
Tämähän se vasta pilkallinen onkin.	279139	279174	lehtonen1910a	4	35
Tämän huutaa Pertta portailla.	570119	570149	lehtonen1910a	3	30
Tämän Rosina tiuskahtaa.	521286	521310	lehtonen1910a	2	24
Tämän sanoo Lyygia rukoilevasti.	603535	603567	lehtonen1910a	3	32
Tämän vuoren juuressa on sakea lepikko.	612383	612422	lehtonen1910a	5	39
Tämäpä tuskastuttavaa.	139392	139414	jarnefelt1916a	1	22
Tamma alkoi juosta täyttä ravia.	52997	53029	lassila1910a	4	32
Tamma laukkasi.	55480	55495	lassila1910a	1	15
Tänään ei hän ajattele tällaisia.	329842	329875	lehtonen1910a	4	33
